2026-08-07 16:33:53,8.05
2026-08-07 16:38:53,8.07
2026-08-07 16:43:53,8.06
2026-08-07 16:48:53,8.07
2026-08-07 16:53:53,8.04
2026-08-07 16:58:53,8.05
2026-08-07 17:03:53,8.03
2026-08-07 17:08:53,8.02
2026-08-07 17:13:53,8.01
2026-08-07 17:18:53,7.98
2026-08-07 17:23:53,7.98
2026-08-07 17:28:53,7.95
2026-08-07 17:33:53,7.96
2026-08-07 17:38:53,7.94
2026-08-07 17:43:53,7.93
2026-08-07 17:48:53,7.90
2026-08-07 17:53:53,7.86
2026-08-07 17:58:53,7.85
2026-08-07 18:03:53,7.81
2026-08-07 18:08:53,7.77
2026-08-07 18:13:53,7.77
2026-08-07 18:18:53,7.74
2026-08-07 18:23:53,7.70
2026-08-07 18:28:53,7.69
2026-08-07 18:33:53,7.70
2026-08-07 18:38:53,7.66
2026-08-07 18:43:53,7.64
2026-08-07 18:48:53,7.63
2026-08-07 18:53:53,7.62
2026-08-07 18:58:53,7.58
2026-08-07 19:03:53,7.60
2026-08-07 19:08:53,7.57
2026-08-07 19:13:53,7.53
2026-08-07 19:18:53,7.54
2026-08-07 19:23:53,7.48
2026-08-07 19:28:53,7.44
2026-08-07 19:33:53,7.42
2026-08-07 19:38:53,7.35
------------------------
2026-08-07 21:03:47,7.01
2026-08-08 10:18:55,7.22
2026-08-10 18:56:34,8.22
2026-08-10 19:01:34,8.28
2026-08-10 19:06:34,8.29
2026-08-10 19:11:34,8.32
2026-08-10 19:16:34,8.35
2026-08-10 19:21:34,8.37
2026-08-10 19:26:34,8.40
2026-08-10 19:31:34,8.42
2026-08-10 19:36:34,8.45
2026-08-10 19:41:34,8.45
2026-08-10 19:46:34,8.43
2026-08-10 19:51:34,8.43
2026-08-10 19:56:34,8.44
2026-08-10 20:01:34,8.44
2026-08-10 20:06:34,8.43
2026-08-10 20:11:34,8.42
2026-08-10 20:16:34,8.43
2026-08-10 20:21:34,8.43
2026-08-10 20:26:34,8.43
2026-08-10 20:31:34,8.42
2026-08-10 20:36:34,8.41
2026-08-10 20:41:34,8.42
2026-08-10 20:46:34,8.43
2026-08-10 20:51:34,8.42
2026-08-10 20:56:34,8.41
2026-08-10 21:01:34,8.42
2026-08-10 21:06:34,8.42
2026-08-10 21:11:34,8.42
2026-08-10 21:16:34,8.43
2026-08-10 21:21:34,8.43
2026-08-10 21:26:34,8.42
2026-08-10 21:31:34,8.42
2026-08-10 21:36:34,8.41
2026-08-10 21:41:34,8.42
2026-08-10 21:46:34,8.43
2026-08-10 21:51:34,8.43
2026-08-10 21:56:34,8.43
2026-08-10 22:01:34,8.43
2026-08-10 22:06:34,8.42
2026-08-10 22:11:34,8.43
2026-08-10 22:16:34,8.43
2026-08-10 22:21:34,8.42
2026-08-10 22:26:34,8.42
2026-08-10 22:31:34,8.44
2026-08-10 22:36:34,8.43
2026-08-10 22:41:34,8.42
2026-08-10 22:46:34,8.42
2026-08-10 22:51:34,8.43
2026-08-10 22:56:34,8.43
2026-08-10 23:01:34,8.43
2026-08-10 23:06:34,8.41
2026-08-10 23:11:34,8.42
2026-08-10 23:16:34,8.43
2026-08-10 23:21:34,8.41
2026-08-10 23:26:34,8.42
2026-08-10 23:31:34,8.42
2026-08-10 23:36:34,8.42
2026-08-10 23:41:34,8.41
2026-08-10 23:46:34,8.42
2026-08-10 23:51:34,8.23
2026-08-10 23:56:34,8.12
2026-08-11 00:01:34,8.07
2026-08-11 00:06:34,8.04
2026-08-11 00:11:34,8.05
2026-08-11 00:16:34,8.04
2026-08-11 00:21:34,8.02
2026-08-11 00:26:34,7.99
2026-08-11 00:31:34,8.01
2026-08-11 00:36:34,7.99
2026-08-11 00:41:34,7.96
2026-08-11 00:46:34,7.97
2026-08-11 00:51:34,7.93
2026-08-11 00:56:34,7.94
2026-08-11 01:01:34,7.91
2026-08-11 01:06:34,7.92
2026-08-11 01:11:34,7.86
2026-08-11 01:16:34,7.84
2026-08-11 01:21:34,7.83
2026-08-11 01:26:34,7.81
2026-08-11 01:31:34,7.77
2026-08-11 01:36:34,7.76
2026-08-11 01:41:34,7.71
2026-08-11 01:46:34,7.68
2026-08-11 01:51:34,7.67
2026-08-11 01:56:34,7.66
2026-08-11 02:01:34,7.65
2026-08-11 02:06:34,7.65
2026-08-11 02:11:34,7.60
2026-08-11 02:16:34,7.61
2026-08-11 02:21:34,7.59
2026-08-11 02:26:34,7.56
2026-08-11 02:31:34,7.57
2026-08-11 02:36:34,7.52
