2026-08-07 16:33:53,8.05
2026-08-07 16:38:53,8.07
2026-08-07 16:43:53,8.06
2026-08-07 16:48:53,8.07
2026-08-07 16:53:53,8.04
2026-08-07 16:58:53,8.05
2026-08-07 17:03:53,8.03
2026-08-07 17:08:53,8.02
2026-08-07 17:13:53,8.01
2026-08-07 17:18:53,7.98
2026-08-07 17:23:53,7.98
2026-08-07 17:28:53,7.95
2026-08-07 17:33:53,7.96
2026-08-07 17:38:53,7.94
2026-08-07 17:43:53,7.93
2026-08-07 17:48:53,7.90
2026-08-07 17:53:53,7.86
2026-08-07 17:58:53,7.85
2026-08-07 18:03:53,7.81
2026-08-07 18:08:53,7.77
2026-08-07 18:13:53,7.77
2026-08-07 18:18:53,7.74
2026-08-07 18:23:53,7.70
2026-08-07 18:28:53,7.69
2026-08-07 18:33:53,7.70
2026-08-07 18:38:53,7.66
2026-08-07 18:43:53,7.64
2026-08-07 18:48:53,7.63
2026-08-07 18:53:53,7.62
2026-08-07 18:58:53,7.58
2026-08-07 19:03:53,7.60
2026-08-07 19:08:53,7.57
2026-08-07 19:13:53,7.53
2026-08-07 19:18:53,7.54
2026-08-07 19:23:53,7.48
2026-08-07 19:28:53,7.44
2026-08-07 19:33:53,7.42
2026-08-07 19:38:53,7.35
------------------------
2026-08-07 21:03:47,7.01
2026-08-08 10:18:55,7.22
